Physical Security Measure ID #,Deficiency / Conforming,FacilityID,Lat,Long,Facility type,Post Name,RFA ID,Building Name,RFAType,Measure ID,Description,Description_Short,PVThreat,Tthreat,Cthreat,Region,Country
261,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,6,Upgrade perimeter walls and fences to provide 9 ft height specification (without foot/hand holds) ,,Alpha,Alpha,Alpha,Southwest,
262,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,7,Upgrade perimeter walls and fences to provide DS certified anti-ram specification in areas where vehicle approach is possible ,,Alpha,Alpha,Alpha,Southwest,
263,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,15,GSO review options to obtain sufficent setback distance for facility to meet 50' OSPB requirements. ,,Alpha,Alpha,Alpha,Southwest,
264,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,26,Upgrade CAC Consular passback booth to meet 15 min. FE/BR on all sides with a door located on protected side of exterior wall ,,Alpha,Alpha,Alpha,Southwest,
265,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,27,Upgrade CAC Consular passback booth to be separate from guard booth. ,,Alpha,Alpha,Alpha,Southwest,
266,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,38,Upgrade Local guard barrier control with a reset capability ,,Alpha,Alpha,Alpha,Southwest,
267,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,50,Upgrade Vehicle entrance so all walls/fences/gates are equal to or higher than 9 ft. ,,Alpha,Alpha,Alpha,Southwest,
268,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,51,Upgrade Vehicle entrance so all walls/fences/gates are anti-climb ,,Alpha,Alpha,Alpha,Southwest,
269,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,55,Add wall or fence to employee parking outside perimeter wall ,,Alpha,Alpha,Alpha,Southwest,
270,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,69,Upgrade CACs lighting ,,Alpha,Alpha,Alpha,Southwest,
271,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,77,Add lighting to master cutoff ,,Alpha,Alpha,Alpha,Southwest,
272,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,78,Move lighting master cutoff inside ,,Alpha,Alpha,Alpha,Southwest,
273,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,80,Conduct a blast vulnerability study ,,Alpha,Alpha,Alpha,Southwest,
274,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,86,Upgrade building exterior to meet FE/BR standards ,,Alpha,Alpha,Alpha,Southwest,
275,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,90,Upgrade building exterior windows to meet FE/BR standards ,,Alpha,Alpha,Alpha,Southwest,
276,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,93,"Upgrade emergency exit doors with electric emergency lock, override and panic exit device ",,Alpha,Alpha,Alpha,Southwest,
277,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,113,Upgrade MSG/Guard booth with emergency power source ,,Alpha,Alpha,Alpha,Southwest,
278,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,125,Review all secure rooms not located in a CAA to determine if they need to be moved or upgraded. ,,Alpha,Alpha,Alpha,Southwest,
279,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,140,Add PCC emergency generator backup ,,Alpha,Alpha,Alpha,Southwest,
280,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,141,Add PCC means of egress ,,Alpha,Alpha,Alpha,Southwest,
281,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,142,Upgrade PCC to have spherical zone of control ,,Alpha,Alpha,Alpha,Southwest,
282,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,22,Consular staff residence,Residence,6,Upgrade perimeter walls and fences to provide 9 ft height specification (without foot/hand holds) ,,Alpha,Alpha,Alpha,Southwest,
283,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,22,Consular staff residence,Residence,19,"Create a clear zone, free of all visual obstructions that would conceal an intruder, for a distance of 20 feet inward from the protected side of the perimeter wall or fence ",,Alpha,Alpha,Alpha,Southwest,
284,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,22,Consular staff residence,Residence,62,Upgrade Building entrances lighting ,,Alpha,Alpha,Alpha,Southwest,
285,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,22,Consular staff residence,Residence,65,Upgrade Residence entrance and hallways lighting ,,Alpha,Alpha,Alpha,Southwest,
286,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,22,Consular staff residence,Residence,71,Upgrade Open Areas lighting ,,Alpha,Alpha,Alpha,Southwest,
287,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,22,Consular staff residence,Residence,91,Upgrade building exterior windows with 8 mil SRWF ,,Alpha,Alpha,Alpha,Southwest,
288,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,22,Consular staff residence,Residence,96,Upgrade Residential Apartment building exterior door to hollow metal door with vision panel and access control hardware. ,,Alpha,Alpha,Alpha,Southwest,
289,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,22,Consular staff residence,Residence,97,Upgrade residence exterior doors to provide 5 min. FE protection. ,,Alpha,Alpha,Alpha,Southwest,
290,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,22,Consular staff residence,Residence,124,Configure CAA access points to prevent observation of entrants ,,Alpha,Alpha,Alpha,Southwest,
291,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,22,Consular staff residence,Residence,144,Upgrade facility to have sufficient safe havens or safe haven space for all assigned staff ,,Alpha,Alpha,Alpha,Southwest,
292,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,22,Consular staff residence,Residence,145,Upgrade Routes to safe haven(s) to provide protection from ballistic or mob attack ,,Alpha,Alpha,Alpha,Southwest,
293,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,22,Consular staff residence,Residence,149,Upgrade Safe haven(s) doors to meet safe haven door standards ,,Alpha,Alpha,Alpha,Southwest,
294,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,22,Consular staff residence,Residence,150,"Upgrade safe haven to have emergency power, ventilation and lighting ",,Alpha,Alpha,Alpha,Southwest,
295,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,22,Consular staff residence,Residence,151,Upgrade safe haven to have secured storage for emergency supplies ,,Alpha,Alpha,Alpha,Southwest,
296,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,22,Consular staff residence,Residence,164,"Upgrade Compound with sufficient CESs, or CES space ",,Alpha,Alpha,Alpha,Southwest,
297,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,22,Consular staff residence,Residence,190,Upgrade Residence with a secondary means of exit in the event of fire or other life threatening emergency. ,,Alpha,Alpha,Alpha,Southwest,
298,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,23,Warehouse - supply and distribution,Warehouse,8,Upgrade perimeter fences or walls to deny access to warehouse roof ,,Alpha,Alpha,Alpha,Southwest,
299,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,23,Warehouse - supply and distribution,Warehouse,16,GSO review options to obtain sufficent setback distance for facility to meet 65' OSPB requirements. ,,Alpha,Alpha,Alpha,Southwest,
300,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,23,Warehouse - supply and distribution,Warehouse,45,"Add Vehicle barrier does have emergency override, visual indication of barrier status, or barrier height is equal or greater than 36 inches ",,Alpha,Alpha,Alpha,Southwest,
301,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,23,Warehouse - supply and distribution,Warehouse,59,Upgrade building exterior surfaces lighting ,,Alpha,Alpha,Alpha,Southwest,
302,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,23,Warehouse - supply and distribution,Warehouse,85,Upgrade building exterior walls construction to substantial material construction ,,Alpha,Alpha,Alpha,Southwest,
303,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,23,Warehouse - supply and distribution,Warehouse,80,Conduct a blast vulnerability study ,,Alpha,Alpha,Alpha,Southwest,
304,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,23,Warehouse - supply and distribution,Warehouse,91,Upgrade building exterior windows with 8 mil SRWF ,,Alpha,Alpha,Alpha,Southwest,
305,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,23,Warehouse - supply and distribution,Warehouse,92,Upgrade building exterior windows to resist unauthorized access (grills or otherwise constructed) ,,Alpha,Alpha,Alpha,Southwest,
306,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,23,Warehouse - supply and distribution,Warehouse,102,Upgrade roll-up-down doors with doors of substantial material ,,Alpha,Alpha,Alpha,Southwest,
307,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,23,Warehouse - supply and distribution,Warehouse,104,Upgrade roll-up-down door locking mechanism is accessible from interior only ,,Alpha,Alpha,Alpha,Southwest,
308,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,23,Warehouse - supply and distribution,Warehouse,154,Upgrade facility with sufficient safe areas or safe area space for all assigned staff ,,Alpha,Alpha,Alpha,Southwest,
309,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,23,Warehouse - supply and distribution,Warehouse,161,Upgrade safe area with secondary egress that meets FE/BR and is away from entrance ,,Alpha,Alpha,Alpha,Southwest,
310,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,23,Warehouse - supply and distribution,Warehouse,162,"Upgrade Safe area with emergency power, ventilation and lighting ",,Alpha,Alpha,Alpha,Southwest,
311,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,23,Warehouse - supply and distribution,Warehouse,165,Upgrade CES in warehouse or in close proximity to warehouse ,,Alpha,Alpha,Alpha,Southwest,
312,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,24,Warehouse - mechanical,Warehouse,8,Upgrade perimeter fences or walls to deny access to warehouse roof ,,Alpha,Alpha,Alpha,Southwest,
313,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,24,Warehouse - mechanical,Warehouse,16,GSO review options to obtain sufficent setback distance for facility to meet 65' OSPB requirements. ,,Alpha,Alpha,Alpha,Southwest,
314,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,24,Warehouse - mechanical,Warehouse,45,"Add Vehicle barrier does have emergency override, visual indication of barrier status, or barrier height is equal or greater than 36 inches ",,Alpha,Alpha,Alpha,Southwest,
315,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,24,Warehouse - mechanical,Warehouse,59,Upgrade building exterior surfaces lighting ,,Alpha,Alpha,Alpha,Southwest,
316,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,24,Warehouse - mechanical,Warehouse,80,Conduct a blast vulnerability study ,,Alpha,Alpha,Alpha,Southwest,
317,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,24,Warehouse - mechanical,Warehouse,85,Upgrade building exterior walls construction to substantial material construction ,,Alpha,Alpha,Alpha,Southwest,
318,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,24,Warehouse - mechanical,Warehouse,91,Upgrade building exterior windows with 8 mil SRWF ,,Alpha,Alpha,Alpha,Southwest,
319,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,24,Warehouse - mechanical,Warehouse,92,Upgrade building exterior windows to resist unauthorized access (grills or otherwise constructed) ,,Alpha,Alpha,Alpha,Southwest,
320,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,24,Warehouse - mechanical,Warehouse,102,Upgrade roll-up-down doors with doors of substantial material ,,Alpha,Alpha,Alpha,Southwest,
321,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,24,Warehouse - mechanical,Warehouse,104,Upgrade roll-up-down door locking mechanism is accessible from interior only ,,Alpha,Alpha,Alpha,Southwest,
322,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,24,Warehouse - mechanical,Warehouse,154,Upgrade facility with sufficient safe areas or safe area space for all assigned staff ,,Alpha,Alpha,Alpha,Southwest,
323,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,24,Warehouse - mechanical,Warehouse,161,Upgrade safe area with secondary egress that meets FE/BR and is away from entrance ,,Alpha,Alpha,Alpha,Southwest,
324,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,24,Warehouse - mechanical,Warehouse,162,"Upgrade Safe area with emergency power, ventilation and lighting ",,Alpha,Alpha,Alpha,Southwest,
325,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,24,Warehouse - mechanical,Warehouse,172,Close off all but one designated door for all Lock and Leave facilities. ,,Alpha,Alpha,Alpha,Southwest,
326,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,24,Warehouse - mechanical,Warehouse,176,Install approved Lock and Leave door ,,Alpha,Alpha,Alpha,Southwest,
327,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,25,Facilities building,Warehouse,17,GSO review options to obtain sufficent setback distance for Warehouse to meet 20' OSPB requirements. ,,Alpha,Alpha,Alpha,Southwest,
328,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,25,Facilities building,Warehouse,61,Upgrade Roof Surfaces lighting ,,Alpha,Alpha,Alpha,Southwest,
329,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,25,Facilities building,Warehouse,87,Upgrade building exterior to make it difficult to scale ,,Alpha,Alpha,Alpha,Southwest,
330,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,25,Facilities building,Warehouse,89,Upgrade building exterior doors with strong and robust with RSO-approved hardware ,,Alpha,Alpha,Alpha,Southwest,
331,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,25,Facilities building,Warehouse,172,Close off all but one designated door for all Lock and Leave facilities. ,,Alpha,Alpha,Alpha,Southwest,
332,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,25,Facilities building,Warehouse,176,Install approved Lock and Leave door ,,Alpha,Alpha,Alpha,Southwest,
333,Conforming,10,30.2672° N,97.7431° W,Embassy,Austin TX,26,Embassy building,Office building,6,Upgrade perimeter walls and fences to provide 9 ft height specification (without foot/hand holds) ,,Bravo,Alpha,Bravo,Southwest,
334,Conforming,10,30.2672° N,97.7431° W,Embassy,Austin TX,26,Embassy building,Office building,10,Upgrade perimeter walls and fences are constructed with sufficient height ,,Bravo,Alpha,Bravo,Southwest,
335,Deficient,10,30.2672° N,97.7431° W,Embassy,Austin TX,26,Embassy building,Office building,25,Upgrade CAC to provide a guard booth that meets all OSPB requirements. ,,Bravo,Alpha,Bravo,Southwest,
336,Deficient,10,30.2672° N,97.7431° W,Embassy,Austin TX,26,Embassy building,Office building,43,Widen traffic lane. ,,Bravo,Alpha,Bravo,Southwest,
337,Conforming,10,30.2672° N,97.7431° W,Embassy,Austin TX,26,Embassy building,Office building,53,Relocate employee parking to 50ft or further from building exterior. ,,Bravo,Alpha,Bravo,Southwest,
338,Deficient,10,30.2672° N,97.7431° W,Embassy,Austin TX,26,Embassy building,Office building,59,Upgrade building exterior surfaces lighting ,,Bravo,Alpha,Bravo,Southwest,
339,Conforming,10,30.2672° N,97.7431° W,Embassy,Austin TX,26,Embassy building,Office building,68,Upgrade Pedestrian entrances lighting ,,Bravo,Alpha,Bravo,Southwest,
340,Deficient,10,30.2672° N,97.7431° W,Embassy,Austin TX,26,Embassy building,Office building,84,Upgrade building exterior by grilling man passable openings ,,Bravo,Alpha,Bravo,Southwest,
341,Deficient,10,30.2672° N,97.7431° W,Embassy,Austin TX,26,Embassy building,Office building,91,Upgrade building exterior windows with 8 mil SRWF ,,Bravo,Alpha,Bravo,Southwest,
342,Conforming,10,30.2672° N,97.7431° W,Embassy,Austin TX,26,Embassy building,Office building,92,Upgrade building exterior windows to resist unauthorized access (grills or otherwise constructed) ,,Bravo,Alpha,Bravo,Southwest,
343,Deficient,10,30.2672° N,97.7431° W,Embassy,Austin TX,26,Embassy building,Office building,107,Construct protection for any hardline penetrations ,,Bravo,Alpha,Bravo,Southwest,
344,Conforming,10,30.2672° N,97.7431° W,Embassy,Austin TX,26,Embassy building,Office building,119,Consular/Interview/Other Public Access Areas: Upgrade Teller windows to 5 min. FE/BR ,,Bravo,Alpha,Bravo,Southwest,
345,Deficient,10,30.2672° N,97.7431° W,Embassy,Austin TX,26,Embassy building,Office building,125,Review all secure rooms not located in a CAA to determine if they need to be moved or upgraded. ,,Bravo,Alpha,Bravo,Southwest,
346,Deficient,10,30.2672° N,97.7431° W,Embassy,Austin TX,26,Embassy building,Office building,144,Upgrade facility to have sufficient safe havens or safe haven space for all assigned staff ,,Bravo,Alpha,Bravo,Southwest,
347,Deficient,10,30.2672° N,97.7431° W,Embassy,Austin TX,26,Embassy building,Office building,151,Upgrade safe haven to have secured storage for emergency supplies ,,Bravo,Alpha,Bravo,Southwest,
348,Conforming,10,30.2672° N,97.7431° W,Embassy,Austin TX,26,Embassy building,Office building,192,"Relocate EC room to a dedicated room, behind the interior hardline, as close to the MSG/Guard booth as possible ",,Bravo,Alpha,Bravo,Southwest,
349,Deficient,11,32.7767° N,96.7970° W,Consular office,Dallas TX,27,Rented office in large building,Office,2,Construct corridors and walls contiguous to non-US Gov. controlled spaces meet 5 min. FE protection and extend from the ceiling slab to floor slab. ,,Alpha,Bravo,Bravo,Southwest,
350,Deficient,11,32.7767° N,96.7970° W,Consular office,Dallas TX,27,Rented office in large building,Office,34,Upgrade Demarcation utility room street side door to provide 5 min. FE with exterior keyed cylinders for the forced entry locks ,,Alpha,Bravo,Bravo,Southwest,
351,Conforming,11,32.7767° N,96.7970° W,Consular office,Dallas TX,27,Rented office in large building,Office,53,Relocate employee parking to 50ft or further from building exterior. ,,Alpha,Bravo,Bravo,Southwest,
352,Conforming,11,32.7767° N,96.7970° W,Consular office,Dallas TX,27,Rented office in large building,Office,91,Upgrade building exterior windows with 8 mil SRWF ,,Alpha,Bravo,Bravo,Southwest,
353,Deficient,11,32.7767° N,96.7970° W,Consular office,Dallas TX,27,Rented office in large building,Office,93,"Upgrade emergency exit doors with electric emergency lock, override and panic exit device ",,Alpha,Bravo,Bravo,Southwest,
354,Deficient,11,32.7767° N,96.7970° W,Consular office,Dallas TX,27,Rented office in large building,Office,119,Consular/Interview/Other Public Access Areas: Upgrade Teller windows to 5 min. FE/BR ,,Alpha,Bravo,Bravo,Southwest,
355,Conforming,11,32.7767° N,96.7970° W,Consular office,Dallas TX,27,Rented office in large building,Office,154,Upgrade facility with sufficient safe areas or safe area space for all assigned staff ,,Alpha,Bravo,Bravo,Southwest,
356,Conforming,11,32.7767° N,96.7970° W,Consular office,Dallas TX,27,Rented office in large building,Office,161,Upgrade safe area with secondary egress that meets FE/BR and is away from entrance ,,Alpha,Bravo,Bravo,Southwest,
357,Conforming,11,32.7767° N,96.7970° W,Consular office,Dallas TX,27,Rented office in large building,Office,162,"Upgrade Safe area with emergency power, ventilation and lighting ",,Alpha,Bravo,Bravo,Southwest,
358,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,28,Office building,Office building,7,Upgrade perimeter walls and fences to provide DS certified anti-ram specification in areas where vehicle approach is possible ,,Alpha,Alpha,Alpha,Southwest,
359,Conforming,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,28,Office building,Office building,9,Upgrade perimeter walls and fences are constructed with sufficient height ,,Alpha,Alpha,Alpha,Southwest,
360,Conforming,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,28,Office building,Office building,15,GSO review options to obtain sufficent setback distance for facility to meet 50' OSPB requirements. ,,Alpha,Alpha,Alpha,Southwest,
361,Conforming,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,28,Office building,Office building,19,"Create a clear zone, free of all visual obstructions that would conceal an intruder, for a distance of 20 feet inward from the protected side of the perimeter wall or fence ",,Alpha,Alpha,Alpha,Southwest,
362,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,28,Office building,Office building,39,Upgrade Local guard barrier control with an annunciator that sounds when barrier is in non-secure position for 0 to 60 sec ,,Alpha,Alpha,Alpha,Southwest,
363,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,28,Office building,Office building,48,Upgrade to DS approved vehicle barrier. ,,Alpha,Alpha,Alpha,Southwest,
364,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,28,Office building,Office building,53,Relocate employee parking to 50ft or further from building exterior. ,,Alpha,Alpha,Alpha,Southwest,
365,Conforming,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,28,Office building,Office building,62,Upgrade Building entrances lighting ,,Alpha,Alpha,Alpha,Southwest,
366,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,28,Office building,Office building,71,Upgrade Open Areas lighting ,,Alpha,Alpha,Alpha,Southwest,
367,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,28,Office building,Office building,91,Upgrade building exterior windows with 8 mil SRWF ,,Alpha,Alpha,Alpha,Southwest,
368,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,28,Office building,Office building,93,"Upgrade emergency exit doors with electric emergency lock, override and panic exit device ",,Alpha,Alpha,Alpha,Southwest,
369,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,28,Office building,Office building,112,Upgrade MSG/Guard booth to provide six sided protection. ,,Alpha,Alpha,Alpha,Southwest,
370,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,28,Office building,Office building,113,Upgrade MSG/Guard booth with emergency power source ,,Alpha,Alpha,Alpha,Southwest,
371,Conforming,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,28,Office building,Office building,154,Upgrade facility with sufficient safe areas or safe area space for all assigned staff ,,Alpha,Alpha,Alpha,Southwest,
372,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,28,Office building,Office building,157,Upgrade routes to safe areas with protection from ballistic or mob attack ,,Alpha,Alpha,Alpha,Southwest,
373,Conforming,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,28,Office building,Office building,162,"Upgrade Safe area with emergency power, ventilation and lighting ",,Alpha,Alpha,Alpha,Southwest,
374,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,28,Office building,Office building,192,"Relocate EC room to a dedicated room, behind the interior hardline, as close to the MSG/Guard booth as possible ",,Alpha,Alpha,Alpha,Southwest,
375,Conforming,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,29,Residential building,Residence,65,Upgrade Residence entrance and hallways lighting ,,Alpha,Alpha,Alpha,Southwest,
376,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,29,Residential building,Residence,91,Upgrade building exterior windows with 8 mil SRWF ,,Alpha,Alpha,Alpha,Southwest,
377,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,29,Residential building,Residence,93,"Upgrade emergency exit doors with electric emergency lock, override and panic exit device ",,Alpha,Alpha,Alpha,Southwest,
378,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,29,Residential building,Residence,96,Upgrade Residential Apartment building exterior door to hollow metal door with vision panel and access control hardware. ,,Alpha,Alpha,Alpha,Southwest,
379,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,29,Residential building,Residence,144,Upgrade facility to have sufficient safe havens or safe haven space for all assigned staff ,,Alpha,Alpha,Alpha,Southwest,
380,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,29,Residential building,Residence,150,"Upgrade safe haven to have emergency power, ventilation and lighting ",,Alpha,Alpha,Alpha,Southwest,
381,Conforming,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,30,"Warehouse, multipurpose",Warehouse,73,Upgrade Water approaches lighting ,,Alpha,Alpha,Alpha,Southwest,
382,Conforming,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,30,"Warehouse, multipurpose",Warehouse,87,Upgrade building exterior to make it difficult to scale ,,Alpha,Alpha,Alpha,Southwest,
383,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,30,"Warehouse, multipurpose",Warehouse,91,Upgrade building exterior windows with 8 mil SRWF ,,Alpha,Alpha,Alpha,Southwest,
384,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,30,"Warehouse, multipurpose",Warehouse,102,Upgrade roll-up-down doors with doors of substantial material ,,Alpha,Alpha,Alpha,Southwest,
385,Conforming,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,30,"Warehouse, multipurpose",Warehouse,104,Upgrade roll-up-down door locking mechanism is accessible from interior only ,,Alpha,Alpha,Alpha,Southwest,
386,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,30,"Warehouse, multipurpose",Warehouse,172,Close off all but one designated door for all Lock and Leave facilities. ,,Alpha,Alpha,Alpha,Southwest,
387,Deficient,12,29.4241° N,98.4936° W,Diplomatic support facility,San Antonio TX,30,"Warehouse, multipurpose",Warehouse,176,Install approved Lock and Leave door ,,Alpha,Alpha,Alpha,Pacific,
388,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,1,600_600_600 Contiguous Office Space ,,Alpha,Alpha,Alpha,Pacific,
389,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,4,Construct a privacy fence separates housing from Chancery/Consulate area ,,Alpha,Alpha,Alpha,Pacific,
390,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,6,Upgrade perimeter walls and fences to provide 9 ft height specification (without foot/hand holds) ,,Alpha,Alpha,Alpha,Pacific,
391,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,7,Upgrade perimeter walls and fences to provide DS certified anti-ram specification in areas where vehicle approach is possible ,,Alpha,Alpha,Alpha,Pacific,
392,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,15,GSO review options to obtain sufficent setback distance for facility to meet 50' OSPB requirements. ,,Alpha,Alpha,Alpha,Pacific,
393,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,26,Upgrade CAC Consular passback booth to meet 15 min. FE/BR on all sides with a door located on protected side of exterior wall ,,Alpha,Alpha,Alpha,Pacific,
394,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,27,Upgrade CAC Consular passback booth to be separate from guard booth. ,,Alpha,Alpha,Alpha,Pacific,
